gkz;jahr;haushaltskonto-hinweis;haushaltskonto-hinweis-name;haushaltskonto-ansatz;ansatzbezeichnung;haushaltskonto-post;kontenbezeichnung;soll-rj
32135;2018;1;"ordentliche Ausgaben";000;"Gewählte Gemeindeorgane";670;Versicherungen;266,53
32135;2018;1;"ordentliche Ausgaben";000;"Gewählte Gemeindeorgane";721;"Bezüge der gewählten Organe";471037,08
32135;2018;1;"ordentliche Ausgaben";000;"Gewählte Gemeindeorgane";723;"Amtspauschalien und Repräsentationsausgaben";702,19
32135;2018;1;"ordentliche Ausgaben";000;"Gewählte Gemeindeorgane";728;"Entgelte für sonstige Leistungen";26942,96
32135;2018;1;"ordentliche Ausgaben";000;"Gewählte Gemeindeorgane";760;"Pensionen und sonstige Ruhebezüge (einschließlich Dienstgeberbeiträge)";44609,88
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;042;Amtsausstattung;65,04
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;456;"Schreib-, Zeichen- und sonstige Büromittel";13880,55
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;457;Druckwerke;730,19
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";232923,04
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;520;"Geldbezüge der Geldbezüge der ganzjährig beschäftigten Angestellten";3641,40
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;523;"Geldbezüge der nicht ganzjährig beschäftigter Arbeiter";500,00
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;560;Reisegebühren;267,95
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;565;Mehrleistungsvergütungen;59495,31
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;569;"Sonstige Nebengebühren";960,36
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";10318,60
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";48422,84
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";1884,00
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;617;"Instandhaltung von Fahrzeugen";1580,19
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;618;"Instandhaltung von sonstigen Anlagen";3686,47
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;631;Telekommunikationsdienste;855,50
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;670;Versicherungen;6121,90
32135;2018;1;"ordentliche Ausgaben";010;Zentralamt;728;"Entgelte für sonstige Leistungen";4064,58
32135;2018;1;"ordentliche Ausgaben";011;Personalamt;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";89967,68
32135;2018;1;"ordentliche Ausgaben";011;Personalamt;560;Reisegebühren;126,86
32135;2018;1;"ordentliche Ausgaben";011;Personalamt;565;Mehrleistungsvergütungen;8973,69
32135;2018;1;"ordentliche Ausgaben";011;Personalamt;569;"Sonstige Nebengebühren";905,78
32135;2018;1;"ordentliche Ausgaben";011;Personalamt;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";3888,49
32135;2018;1;"ordentliche Ausgaben";011;Personalamt;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";18926,47
32135;2018;1;"ordentliche Ausgaben";011;Personalamt;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";836,17
32135;2018;1;"ordentliche Ausgaben";011;Personalamt;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";22720,00
32135;2018;1;"ordentliche Ausgaben";011;Personalamt;728;"Entgelte für sonstige Leistungen";2061,36
32135;2018;1;"ordentliche Ausgaben";015;"Pressestelle, Amtsblatt und Öffentlichkeitsarbeit";457;Druckwerke;35127,00
32135;2018;1;"ordentliche Ausgaben";015;"Pressestelle, Amtsblatt und Öffentlichkeitsarbeit";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";50404,01
32135;2018;1;"ordentliche Ausgaben";015;"Pressestelle, Amtsblatt und Öffentlichkeitsarbeit";560;Reisegebühren;473,52
32135;2018;1;"ordentliche Ausgaben";015;"Pressestelle, Amtsblatt und Öffentlichkeitsarbeit";565;Mehrleistungsvergütungen;11449,98
32135;2018;1;"ordentliche Ausgaben";015;"Pressestelle, Amtsblatt und Öffentlichkeitsarbeit";569;"Sonstige Nebengebühren";166,31
32135;2018;1;"ordentliche Ausgaben";015;"Pressestelle, Amtsblatt und Öffentlichkeitsarbeit";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";2433,03
32135;2018;1;"ordentliche Ausgaben";015;"Pressestelle, Amtsblatt und Öffentlichkeitsarbeit";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";12310,42
32135;2018;1;"ordentliche Ausgaben";015;"Pressestelle, Amtsblatt und Öffentlichkeitsarbeit";582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";586,42
32135;2018;1;"ordentliche Ausgaben";015;"Pressestelle, Amtsblatt und Öffentlichkeitsarbeit";630;Postdienste;7997,67
32135;2018;1;"ordentliche Ausgaben";015;"Pressestelle, Amtsblatt und Öffentlichkeitsarbeit";631;Telekommunikationsdienste;321,14
32135;2018;1;"ordentliche Ausgaben";015;"Pressestelle, Amtsblatt und Öffentlichkeitsarbeit";728;"Entgelte für sonstige Leistungen";9074,87
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";042;Amtsausstattung;23159,56
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";456;"Schreib-, Zeichen- und sonstige Büromittel";5179,16
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";105326,21
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";560;Reisegebühren;1041,73
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";565;Mehrleistungsvergütungen;24682,58
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";566;"Zuwendung aus Anlass von Dienstjubiläen";15549,24
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";569;"Sonstige Nebengebühren";4747,01
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";5874,63
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";27450,89
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";778,08
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";616;"Instandhaltung von Maschinen und maschinellen Anlagen";903,21
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";618;"Instandhaltung von sonstigen Anlagen";59494,86
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";631;Telekommunikationsdienste;7939,49
32135;2018;1;"ordentliche Ausgaben";016;"Elektronische Datenverarbeitung";728;"Entgelte für sonstige Leistungen";10433,65
32135;2018;1;"ordentliche Ausgaben";019;Repräsentation;723;"Amtspauschalien und Repräsentationsausgaben";18974,56
32135;2018;1;"ordentliche Ausgaben";022;Standesamt;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";127138,35
32135;2018;1;"ordentliche Ausgaben";022;Standesamt;560;Reisegebühren;323,82
32135;2018;1;"ordentliche Ausgaben";022;Standesamt;565;Mehrleistungsvergütungen;5504,30
32135;2018;1;"ordentliche Ausgaben";022;Standesamt;569;"Sonstige Nebengebühren";337,60
32135;2018;1;"ordentliche Ausgaben";022;Standesamt;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";5248,42
32135;2018;1;"ordentliche Ausgaben";022;Standesamt;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";32012,16
32135;2018;1;"ordentliche Ausgaben";022;Standesamt;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";1088,05
32135;2018;1;"ordentliche Ausgaben";022;Standesamt;752;"Laufende Transferzahlungen an Gemeinden, Gemeindeverbände und -fonds";108965,23
32135;2018;1;"ordentliche Ausgaben";023;Einwohneramt;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";57155,16
32135;2018;1;"ordentliche Ausgaben";023;Einwohneramt;560;Reisegebühren;24,21
32135;2018;1;"ordentliche Ausgaben";023;Einwohneramt;565;Mehrleistungsvergütungen;4188,07
32135;2018;1;"ordentliche Ausgaben";023;Einwohneramt;569;"Sonstige Nebengebühren";107,25
32135;2018;1;"ordentliche Ausgaben";023;Einwohneramt;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";2388,05
32135;2018;1;"ordentliche Ausgaben";023;Einwohneramt;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";12182,60
32135;2018;1;"ordentliche Ausgaben";023;Einwohneramt;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";417,47
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;456;"Schreib-, Zeichen- und sonstige Büromittel";315,21
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";29948,23
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;560;Reisegebühren;35,83
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;565;Mehrleistungsvergütungen;1574,75
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;569;"Sonstige Nebengebühren";58,50
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";975,32
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";6343,88
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";235,92
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;617;"Instandhaltung von Fahrzeugen";326,68
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;630;Postdienste;7572,61
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;723;"Amtspauschalien und Repräsentationsausgaben";5130,00
32135;2018;1;"ordentliche Ausgaben";024;Wahlamt;728;"Entgelte für sonstige Leistungen";8128,32
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;043;Betriebsausstattung;8137,33
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";8575,06
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";159,80
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;454;Reinigungsmittel;490,88
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;457;Druckwerke;150,60
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;459;"Sonstige Verbrauchsgüter";6213,26
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";2589,44
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";37614,67
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;565;Mehrleistungsvergütungen;2468,98
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;569;"Sonstige Nebengebühren";71,50
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";1667,01
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";8312,11
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";616,68
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;600;Strom;9166,36
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;601;Gas;9240,67
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;614;"Instandhaltung von Gebäuden";27685,69
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;617;"Instandhaltung von Fahrzeugen";3378,06
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;618;"Instandhaltung von sonstigen Anlagen";700,84
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;630;Postdienste;85011,97
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;631;Telekommunikationsdienste;12028,79
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;650;"Zinsen für Finanzschulden - Inland";137,86
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;670;Versicherungen;11798,29
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;700;Mietzinse;4674,54
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";11891,91
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;728;"Entgelte für sonstige Leistungen";27885,18
32135;2018;1;"ordentliche Ausgaben";029;Amtsgebäude;729;"Sonstige Ausgaben";81853,93
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;042;Amtsausstattung;911,29
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;456;"Schreib-, Zeichen- und sonstige Büromittel";100,00
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;457;Druckwerke;1357,57
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";175707,42
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;560;Reisegebühren;1055,88
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;565;Mehrleistungsvergütungen;15694,53
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;569;"Sonstige Nebengebühren";755,88
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";7506,77
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";38688,25
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";1619,34
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;617;"Instandhaltung von Fahrzeugen";4865,77
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;631;Telekommunikationsdienste;2729,47
32135;2018;1;"ordentliche Ausgaben";030;Bauamt;728;"Entgelte für sonstige Leistungen";3375,92
32135;2018;1;"ordentliche Ausgaben";031;"Amt für Raumordnung und Raumplanung";728;"Entgelte für sonstige Leistungen";37597,97
32135;2018;1;"ordentliche Ausgaben";060;"Beiträge an Verbände, Vereine und sonstige Organisationen";726;"Mitgliedsbeiträge an Institutionen (im Inland)";84989,83
32135;2018;1;"ordentliche Ausgaben";061;"Sonstige Subventionen";617;"Instandhaltung von Fahrzeugen";4,44
32135;2018;1;"ordentliche Ausgaben";061;"Sonstige Subventionen";728;"Entgelte für sonstige Leistungen";123,76
32135;2018;1;"ordentliche Ausgaben";061;"Sonstige Subventionen";757;"Laufende Transferzahlungen an private Organisationen ohne Erwerbszweck";382779,87
32135;2018;1;"ordentliche Ausgaben";062;"Ehrungen und Auszeichnungen";617;"Instandhaltung von Fahrzeugen";498,77
32135;2018;1;"ordentliche Ausgaben";062;"Ehrungen und Auszeichnungen";728;"Entgelte für sonstige Leistungen";4905,08
32135;2018;1;"ordentliche Ausgaben";062;"Ehrungen und Auszeichnungen";729;"Sonstige Ausgaben";20763,35
32135;2018;1;"ordentliche Ausgaben";062;"Ehrungen und Auszeichnungen";768;"Sonstige laufende Transferzahlungen an private Haushalte";8925,84
32135;2018;1;"ordentliche Ausgaben";080;"Pensionen (soweit nicht aufgeteilt)";760;"Pensionen und sonstige Ruhebezüge (einschließlich Dienstgeberbeiträge)";258366,14
32135;2018;1;"ordentliche Ausgaben";091;"Personalausbildung und Personalfortbildung";728;"Entgelte für sonstige Leistungen";24543,05
32135;2018;1;"ordentliche Ausgaben";094;Gemeinschaftspflege;728;"Entgelte für sonstige Leistungen";5196,93
32135;2018;1;"ordentliche Ausgaben";094;Gemeinschaftspflege;729;"Sonstige Ausgaben";25374,81
32135;2018;1;"ordentliche Ausgaben";099;"Sonstige Einrichtungen und Maßnahmen";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";48278,58
32135;2018;1;"ordentliche Ausgaben";099;"Sonstige Einrichtungen und Maßnahmen";560;Reisegebühren;551,04
32135;2018;1;"ordentliche Ausgaben";099;"Sonstige Einrichtungen und Maßnahmen";565;Mehrleistungsvergütungen;10897,80
32135;2018;1;"ordentliche Ausgaben";099;"Sonstige Einrichtungen und Maßnahmen";569;"Sonstige Nebengebühren";235,00
32135;2018;1;"ordentliche Ausgaben";099;"Sonstige Einrichtungen und Maßnahmen";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";2306,73
32135;2018;1;"ordentliche Ausgaben";099;"Sonstige Einrichtungen und Maßnahmen";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";12517,90
32135;2018;1;"ordentliche Ausgaben";099;"Sonstige Einrichtungen und Maßnahmen";729;"Sonstige Ausgaben";2167,20
32135;2018;1;"ordentliche Ausgaben";129;"Sicherheitspolizei - Sonstige Einrichtungen und Maßnahmen";631;Telekommunikationsdienste;100,00
32135;2018;1;"ordentliche Ausgaben";129;"Sicherheitspolizei - Sonstige Einrichtungen und Maßnahmen";728;"Entgelte für sonstige Leistungen";36252,38
32135;2018;1;"ordentliche Ausgaben";131;"Bau- und Feuerpolizei";642;Beratungskosten;5812,38
32135;2018;1;"ordentliche Ausgaben";133;Veterinärpolizei;403;Handelswaren;150,12
32135;2018;1;"ordentliche Ausgaben";133;Veterinärpolizei;728;"Entgelte für sonstige Leistungen";14,56
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";043;Betriebsausstattung;179,00
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";51023,57
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";33442,18
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";452;Treibstoffe;1780,94
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";457;Druckwerke;400,00
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";4070,98
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";25651,68
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";560;Reisegebühren;5,23
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";565;Mehrleistungsvergütungen;218,46
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";569;"Sonstige Nebengebühren";524,64
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";1183,09
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";6097,19
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";414,60
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";600;Strom;15424,22
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";601;Gas;8097,58
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";603;Wärme;13113,74
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";614;"Instandhaltung von Gebäuden";-1415,17
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";617;"Instandhaltung von Fahrzeugen";38536,20
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";631;Telekommunikationsdienste;2564,61
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";650;"Zinsen für Finanzschulden - Inland";4815,75
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";670;Versicherungen;18447,43
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";700;Mietzinse;28509,71
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";14604,17
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";726;"Mitgliedsbeiträge an Institutionen (im Inland)";911,20
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";728;"Entgelte für sonstige Leistungen";33027,36
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";729;"Sonstige Ausgaben";4166,50
32135;2018;1;"ordentliche Ausgaben";163;"Freiwillige Fuerwehren";754;"Laufende Transferzahlungen an sonstige Träger des öffentlichen Rechtes";70254,96
32135;2018;1;"ordentliche Ausgaben";164;"Förderungen der Brandbekämpfung und Brandverhütung";043;Betriebsausstattung;1292,48
32135;2018;1;"ordentliche Ausgaben";164;"Förderungen der Brandbekämpfung und Brandverhütung";631;Telekommunikationsdienste;3554,32
32135;2018;1;"ordentliche Ausgaben";180;Zivilschutz;617;"Instandhaltung von Fahrzeugen";169,95
32135;2018;1;"ordentliche Ausgaben";180;Zivilschutz;630;Postdienste;100,00
32135;2018;1;"ordentliche Ausgaben";180;Zivilschutz;726;"Mitgliedsbeiträge an Institutionen (im Inland)";2908,08
32135;2018;1;"ordentliche Ausgaben";180;Zivilschutz;728;"Entgelte für sonstige Leistungen";1515,67
32135;2018;1;"ordentliche Ausgaben";180;Zivilschutz;729;"Sonstige Ausgaben";1254,70
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;043;Betriebsausstattung;27806,42
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;341;"Investitionsdarlehen von Ländern, Landesfonds und Landeskammern";19232,14
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";11227,09
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";760,34
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;430;Lebensmittel;120871,74
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;454;Reinigungsmittel;4802,74
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;456;"Schreib-, Zeichen- und sonstige Büromittel";4477,68
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;457;Druckwerke;1174,08
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;459;"Sonstige Verbrauchsgüter";13538,06
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";336800,80
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";219352,79
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;523;"Geldbezüge der nicht ganzjährig beschäftigter Arbeiter";7484,53
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;560;Reisegebühren;2164,83
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;565;Mehrleistungsvergütungen;13597,92
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;569;"Sonstige Nebengebühren";3908,50
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";21480,83
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";120461,54
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";6677,91
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;600;Strom;20878,40
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;601;Gas;20250,66
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;603;Wärme;22291,09
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;614;"Instandhaltung von Gebäuden";9516,76
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;617;"Instandhaltung von Fahrzeugen";1781,17
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;618;"Instandhaltung von sonstigen Anlagen";17701,25
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;630;Postdienste;638,14
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;631;Telekommunikationsdienste;3049,18
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;650;"Zinsen für Finanzschulden - Inland";1530,07
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;670;Versicherungen;13555,32
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;700;Mietzinse;44280,00
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;702;"Ausgaben für Finanzierungsleasing";46947,77
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";15491,95
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;728;"Entgelte für sonstige Leistungen";276566,77
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;729;"Sonstige Ausgaben";1491,11
32135;2018;1;"ordentliche Ausgaben";211;Volksschulen;752;"Laufende Transferzahlungen an Gemeinden, Gemeindeverbände und -fonds";2700,00
32135;2018;1;"ordentliche Ausgaben";212;"Hauptschulen (Neue Mittelschule)";752;"Laufende Transferzahlungen an Gemeinden, Gemeindeverbände und -fonds";483964,97
32135;2018;1;"ordentliche Ausgaben";212;"Hauptschulen (Neue Mittelschule)";772;"Kapitaltransferzahlungen an Gemeinden, Gemeindeverbände und -fonds";15134,00
32135;2018;1;"ordentliche Ausgaben";213;Sonderschulen;752;"Laufende Transferzahlungen an Gemeinden, Gemeindeverbände und -fonds";96551,12
32135;2018;1;"ordentliche Ausgaben";214;"Polytechnische Schulen";752;"Laufende Transferzahlungen an Gemeinden, Gemeindeverbände und -fonds";36520,00
32135;2018;1;"ordentliche Ausgaben";215;"Allgemeinbildende höhere Schulen";043;Betriebsausstattung;40949,10
32135;2018;1;"ordentliche Ausgaben";215;"Allgemeinbildende höhere Schulen";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";14454,99
32135;2018;1;"ordentliche Ausgaben";215;"Allgemeinbildende höhere Schulen";400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";810,21
