Jahr;Bundesland;Voranschlag/Rechnungsabschluss;Datenquelle;Gemeindekennziffer;Gemeindename;Haushalt;Ansatz-Uab;Ansatz-Ugl;Konto-Grp;Konto-Ugl;Vorhabencode;Mvag;Ansatz-Text;Konto-Text;Wert
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;270;000;0000000;4110;"Nicht voranschlagswirksame Gebarung";"Vorsteuer - Evidenz";2825319,23
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;270;000;0000000;4210;"Nicht voranschlagswirksame Gebarung";"Vorsteuer - Evidenz";2878345,26
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;271;000;0000000;4110;"Nicht voranschlagswirksame Gebarung";"Umsatzsteuer Verrechnungskonto - Gutschrift";1311030,61
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;271;000;0000000;4210;"Nicht voranschlagswirksame Gebarung";"Umsatzsteuer Verrechnungskonto - Gutschrift";1379876,57
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;000;0000000;4110;"Nicht voranschlagswirksame Gebarung";"Diverse Vorschüsse an Fremde";5311156,81
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;000;0000000;4210;"Nicht voranschlagswirksame Gebarung";"Diverse Vorschüsse an Fremde";5301396,63
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;200;0000000;4110;"Nicht voranschlagswirksame Gebarung";"Kassenabschluss BÜS";156175,64
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;200;0000000;4210;"Nicht voranschlagswirksame Gebarung";"Kassenabschluss BÜS";156244,69
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;300;0000000;4110;"Nicht voranschlagswirksame Gebarung";Handverlage;67,04
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;300;0000000;4210;"Nicht voranschlagswirksame Gebarung";Handverlage;2000,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;310;0000000;4110;"Nicht voranschlagswirksame Gebarung";"Wechselgeld Freizeitbetriebe";500,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;310;0000000;4210;"Nicht voranschlagswirksame Gebarung";"Wechselgeld Freizeitbetriebe";500,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;320;0000000;4210;"Nicht voranschlagswirksame Gebarung";"Wechselgeld Römermuseum";100,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;330;0000000;4210;"Nicht voranschlagswirksame Gebarung";"BÜS - Handverlag";500,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;340;0000000;4110;"Nicht voranschlagswirksame Gebarung";"Handkassa RK-Bärchengruppe";666,50
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;340;0000000;4210;"Nicht voranschlagswirksame Gebarung";"Handkassa RK-Bärchengruppe";-31,55
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;350;0000000;4110;"Nicht voranschlagswirksame Gebarung";"BÜS Einzahlungen Bankomat";103111,82
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;350;0000000;4210;"Nicht voranschlagswirksame Gebarung";"BÜS Einzahlungen Bankomat";103111,82
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;500;0000000;4110;"Nicht voranschlagswirksame Gebarung";"NÖ Versicherung - Prämienverrechnungskonto";279341,01
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;500;0000000;4210;"Nicht voranschlagswirksame Gebarung";"NÖ Versicherung - Prämienverrechnungskonto";279341,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;600;0000000;4210;"Nicht voranschlagswirksame Gebarung";"Abrechnungskonto AUSTRIA AG";113153,86
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;710;0000000;4110;"Nicht voranschlagswirksame Gebarung";"Verpflegungsgelder Flüchtlinge";185826,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;710;0000000;4210;"Nicht voranschlagswirksame Gebarung";"Verpflegungsgelder Flüchtlinge";187600,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;800;0000000;4110;"Nicht voranschlagswirksame Gebarung";"Auszahlungen nicht zuordenbar";15683,84
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;800;0000000;4210;"Nicht voranschlagswirksame Gebarung";"Auszahlungen nicht zuordenbar";15683,84
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;990;0000000;4110;"Nicht voranschlagswirksame Gebarung";"Hausverwaltung GEDESAG Ausg.";237795,54
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;279;990;0000000;4210;"Nicht voranschlagswirksame Gebarung";"Hausverwaltung GEDESAG Ausg.";346434,28
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;287;777;0000000;4110;"Nicht voranschlagswirksame Gebarung";Kassenbestandsveränderungen;12977070,10
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;287;777;0000000;4210;"Nicht voranschlagswirksame Gebarung";Kassenbestandsveränderungen;12977070,10
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;360;000;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Umsatzsteuer - Evidenz";2140459,79
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;360;000;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Umsatzsteuer - Evidenz";2119848,74
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;361;000;0000000;4120;"Nicht voranschlagswirksame Gebarung";"NÖ Landschaftsabgabe";107,38
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;361;100;0000000;4120;"Nicht voranschlagswirksame Gebarung";"NÖ Seuchenvorsorgeabgabe";193769,52
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;361;100;0000000;4220;"Nicht voranschlagswirksame Gebarung";"NÖ Seuchenvorsorgeabgabe";191956,15
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;361;200;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Werbeabgabe ";2696,74
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;361;200;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Werbeabgabe ";2481,04
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;361;300;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Bundesverwaltungsabgabe (VRV 2015)";38955,30
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;361;300;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Bundesverwaltungsabgabe (VRV 2015)";39945,40
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;361;400;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Bundesverwaltungsabgabe Mietverträge";159,02
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;000;0000000;4120;"Nicht voranschlagswirksame Gebarung";Lohnsteuer;1445099,85
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;000;0000000;4220;"Nicht voranschlagswirksame Gebarung";Lohnsteuer;1316080,50
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;100;0000000;4120;"Nicht voranschlagswirksame Gebarung";"BVA - Aktive Beamte";4115098,44
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;100;0000000;4220;"Nicht voranschlagswirksame Gebarung";"BVA - Aktive Beamte";3802908,70
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;300;0000000;4120;"Nicht voranschlagswirksame Gebarung";Gebietskrankenkasse;879712,99
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;300;0000000;4220;"Nicht voranschlagswirksame Gebarung";Gebietskrankenkasse;881315,67
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;400;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Finanzamt, DGB";453168,84
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;400;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Finanzamt, DGB";417280,92
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;600;0000000;4120;"Nicht voranschlagswirksame Gebarung";Dienstnehmerzuschlag;2082,50
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;600;0000000;4220;"Nicht voranschlagswirksame Gebarung";Dienstnehmerzuschlag;1934,86
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;700;0000000;4120;"Nicht voranschlagswirksame Gebarung";Gewerkschaftsbeiträge;2566,47
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;700;0000000;4220;"Nicht voranschlagswirksame Gebarung";Gewerkschaftsbeiträge;2557,54
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;800;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Gehaltsabzugsgebarungen (Kommunalsteuer)";141826,78
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;800;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Gehaltsabzugsgebarungen (Kommunalsteuer)";141826,78
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;900;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Beitrag MV Kassen";152809,45
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;362;900;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Beitrag MV Kassen";141835,58
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;363;100;0000000;4120;"Nicht voranschlagswirksame Gebarung";Nächtigungstaxe;187042,90
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;363;100;0000000;4220;"Nicht voranschlagswirksame Gebarung";Nächtigungstaxe;177870,10
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;363;200;0000000;4120;"Nicht voranschlagswirksame Gebarung";Interessentenbeitrag;-764,21
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;363;500;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Müllbehandlungsgebühr (Verband)";2154012,79
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;363;500;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Müllbehandlungsgebühr (Verband)";2145651,40
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;363;600;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Abfallbehandlungsgebühr (Verband)";358224,31
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;363;600;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Abfallbehandlungsgebühr (Verband)";364815,18
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;363;700;0000000;4120;"Nicht voranschlagswirksame Gebarung";Haftrücklässe;10702,55
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;363;700;0000000;4220;"Nicht voranschlagswirksame Gebarung";Haftrücklässe;31094,57
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;000;0000000;4120;"Nicht voranschlagswirksame Gebarung";Fraktionsbeiträge;138671,13
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;000;0000000;4220;"Nicht voranschlagswirksame Gebarung";Fraktionsbeiträge;138671,13
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;001;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Rücklage für Wasserwirtschaft u. Straßenbau";2200,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;004;0000000;4220;"Nicht voranschlagswirksame Gebarung";Haushaltsrücklage;3500000,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;006;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Rücklage für Außerordentl. Vorhaben";471011,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;020;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Einzahlungen nicht zuordenbar";55932,19
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;020;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Einzahlungen nicht zuordenbar";56279,81
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;030;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Buchverkauf Heimatkundlicher Arbeitskreis";115,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;030;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Buchverkauf Heimatkundlicher Arbeitskreis";214,60
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;100;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Freiw. Zuwendung Bgm. für soziale Notfälle";2502,95
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;110;0000000;4120;"Nicht voranschlagswirksame Gebarung";Treibstoff-Personal;7213,47
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;110;0000000;4220;"Nicht voranschlagswirksame Gebarung";Treibstoff-Personal;6807,74
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;120;0000000;4120;"Nicht voranschlagswirksame Gebarung";Essensbeiträge;14123,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;120;0000000;4220;"Nicht voranschlagswirksame Gebarung";Essensbeiträge;14111,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;140;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Uniqa";300,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;140;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Uniqa";300,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;150;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Generali";1200,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;150;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Generali";1200,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;170;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge ÖBV";1075,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;170;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge ÖBV";1075,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;180;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Raiffeisen";7200,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;180;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Raiffeisen";7200,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;190;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Sparkasse";2925,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;190;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Sparkasse";2925,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;200;0000000;4120;"Nicht voranschlagswirksame Gebarung";Personalvertretungsumlage;31084,36
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;200;0000000;4220;"Nicht voranschlagswirksame Gebarung";Personalvertretungsumlage;31094,05
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;210;0000000;4120;"Nicht voranschlagswirksame Gebarung";"NÖ-Card  Römermuseum";598,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;210;0000000;4220;"Nicht voranschlagswirksame Gebarung";"NÖ-Card  Römermuseum";598,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;211;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Workshops Römermuseum";3561,72
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;211;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Workshops Römermuseum";4233,72
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;220;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge NÖ Versicherung AG";900,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;220;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge NÖ Versicherung AG";900,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;230;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Wüstenrot";900,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;230;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Wüstenrot";900,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;240;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Wr. Städtische";300,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;240;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Zukunftsvorsorge Wr. Städtische";300,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;300;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Diverse Verwahrgelder";4667011,73
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;300;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Diverse Verwahrgelder";4694039,89
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;400;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Kaution Aubad (Grillschl.,Liegest.)";300,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;400;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Kaution Aubad (Grillschl.,Liegest.)";100,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;410;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Kautionen Freizeitbetriebe (Chips, Turnsaalschlüssel etc.)";13217,80
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;410;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Kautionen Freizeitbetriebe (Chips, Turnsaalschlüssel etc.)";20000,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;420;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Chip-Kaution Zutrittssystem";36,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;430;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Chip-Kaution Fahrradbox Park & Ride";234,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;460;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Tageskarten Sportunion Trainingszentrum";640,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;500;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Verbote Pfändungen";9747,55
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;500;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Verbote Pfändungen";9747,55
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;601;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Einz.Stand.-u.Staatsbürg.verband (Bundesgebühr V361)";36494,60
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;601;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Einz.Stand.-u.Staatsbürg.verband (Bundesgebühr V361)";36093,40
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;602;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Einz.Stand.-u.Staatsbürg.verband (Verw.abgaben V856)";12709,75
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;602;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Einz.Stand.-u.Staatsbürg.verband (Verw.abgaben V856)";12685,05
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;603;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Einz.Stand.-u.Staatsbürg.verband (Kommissionsgeb. V857)";13280,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;603;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Einz.Stand.-u.Staatsbürg.verband (Kommissionsgeb. V857)";13560,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;700;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Jagdpachtschilling KG (Neuaigen/Trübensee, Nitzing, Mollersd., Frauenh./Staatsdorf)";12449,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;700;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Jagdpachtschilling KG (Neuaigen/Trübensee, Nitzing, Mollersd., Frauenh./Staatsdorf)";12449,00
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;710;0000000;4120;"Nicht voranschlagswirksame Gebarung";"Jagdpachtschilling Langenlebarn";10275,06
2024;Niederösterreich;Rechnungsabschluss;Gemeinde;32135;"Tulln an der Donau";Finanzierungshaushalt;999;000;369;710;0000000;4220;"Nicht voranschlagswirksame Gebarung";"Jagdpachtschilling Langenlebarn";10275,06
